batch_size,epoch,input_to_padding_ratio,learning_rate,lr-AdamW,num_frames,num_tokens,output_to_padding_ratio,step,train_loss,training_batch_bleu,training_batch_wer,val_bleu,val_loss,val_wer
21.0,0,0.35670366883277893,7.392688985419227e-06,,2124624.0,857.0,0.40809524059295654,559,0.3486984372138977,0.5977123975753784,0.2286689430475235,,,
,,,,7.3003445932022195e-06,,,,569,,,,,,
16.0,0,0.3651510775089264,7.300344805116765e-06,,2034096.0,750.0,0.40760868787765503,569,0.2925185263156891,0.6296428442001343,0.22021660208702087,,,
,,,,7.207037825953485e-06,,,,579,,,,,,
25.0,0,0.39171308279037476,7.207037924672477e-06,,2206128.0,883.0,0.4059770107269287,579,0.17229893803596497,0.7052017450332642,0.16607773303985596,,,
,,,,7.112812417393443e-06,,,,589,,,,,,
25.0,0,0.3763681650161743,7.112812454579398e-06,,2119856.0,883.0,0.4470885992050171,589,0.281561940908432,0.6380310654640198,0.19741100072860718,,,
,,,,7.017712597302291e-06,,,,599,,,,,,
19.0,0,0.317533940076828,7.0177125053305645e-06,,1811488.0,704.0,0.48753461241722107,599,0.43918439745903015,0.463916540145874,0.32765957713127136,,,
,,,,6.921783005912466e-06,,,,609,,,,,,
18.0,0,0.32887908816337585,6.921783096913714e-06,,1870096.0,717.0,0.4329710006713867,609,0.20452025532722473,0.6910929679870605,0.17226891219615936,,,
,0,,,,,,,609,,,,0.8163501024246216,0.12082283198833466,0.09846827387809753
